"rid","code","len","runtime_us","ts"
9234,200,5966,93084,2026-02-22 10:35:55.917
9235,200,5966,69377,2026-02-22 10:36:55.530
9236,200,5966,115017,2026-02-22 10:37:55.682
9237,200,5966,56868,2026-02-22 10:38:56.722
9238,200,5966,211851,2026-02-22 10:39:56.497
9239,200,5966,59316,2026-02-22 10:40:57.003
9240,200,5966,63090,2026-02-22 10:41:56.218
9241,200,5966,63994,2026-02-22 10:42:56.967
9242,200,5966,62940,2026-02-22 10:43:57.251
9243,200,5966,71988,2026-02-22 10:44:57.664
9244,200,5966,65823,2026-02-22 10:45:57.301
9245,200,5966,56730,2026-02-22 10:46:56.366
9246,200,5966,64885,2026-02-22 10:47:55.972
9247,200,5966,59467,2026-02-22 10:48:56.316
9248,200,5966,60292,2026-02-22 10:49:55.493
9249,200,5966,66049,2026-02-22 10:50:55.641
9250,200,5966,83521,2026-02-22 10:51:54.876
9251,200,5966,68916,2026-02-22 10:52:54.153
9252,200,5966,77572,2026-02-22 10:53:54.041
9253,200,5966,68217,2026-02-22 10:54:54.009
9254,200,5966,63185,2026-02-22 10:55:54.489
9255,200,5966,89462,2026-02-22 10:56:54.562
9256,200,5966,54885,2026-02-22 10:57:55.397
9257,200,5966,56335,2026-02-22 10:58:55.617
9258,200,5966,63569,2026-02-22 10:59:56.352
9259,200,5966,69848,2026-02-22 11:00:56.795
9260,200,5966,106394,2026-02-22 11:01:56.959
9261,200,5966,61729,2026-02-22 11:02:57.645
9262,200,5966,68238,2026-02-22 11:03:57.414
9263,200,5966,63373,2026-02-22 11:04:57.660
9264,200,5966,72074,2026-02-22 11:05:57.043
9265,200,5966,70147,2026-02-22 11:06:56.688
9266,200,5966,78438,2026-02-22 11:07:57.139
9267,200,5966,62972,2026-02-22 11:08:56.676
9268,200,5966,69265,2026-02-22 11:09:56.921
9269,200,5966,106350,2026-02-22 11:10:56.317
9270,200,5966,64038,2026-02-22 11:11:56.838
9271,200,5966,58288,2026-02-22 11:12:56.702
9272,200,5966,77544,2026-02-22 11:13:57.093
9273,200,5966,81881,2026-02-22 11:14:57.992
9274,200,5966,78123,2026-02-22 11:15:57.519
9275,200,5966,91728,2026-02-22 11:16:58.327
9276,200,5966,71208,2026-02-22 11:17:58.565
9277,200,5966,91772,2026-02-22 11:18:57.781
9278,200,5966,59843,2026-02-22 11:19:58.194
9279,200,5966,62571,2026-02-22 11:20:59.147
9280,200,5966,55685,2026-02-22 11:22:00.186
9281,200,5966,73478,2026-02-22 11:22:59.426
9282,200,5966,91568,2026-02-22 11:24:00.480
9283,200,5966,69021,2026-02-22 11:25:00.031
9284,200,5966,64976,2026-02-22 11:26:00.055
9285,200,5966,95314,2026-02-22 11:27:00.312
9286,200,5966,71543,2026-02-22 11:28:00.754
9287,200,5966,65894,2026-02-22 11:29:00.264
9288,200,5966,152906,2026-02-22 11:30:01.376
9289,200,5966,58672,2026-02-22 11:31:02.073
9290,200,5966,71303,2026-02-22 11:32:01.601
9291,200,5966,66500,2026-02-22 11:33:02.014
9292,200,5966,73522,2026-02-22 11:34:03.017
9293,200,5966,71044,2026-02-22 11:35:03.467
9294,200,5966,91892,2026-02-22 11:36:02.988
9295,200,5966,99738,2026-02-22 11:37:03.100
9296,200,5966,100054,2026-02-22 11:38:03.377
9297,200,5966,52500,2026-02-22 11:39:03.039
9298,200,5966,77411,2026-02-22 11:40:02.943
9299,200,5966,259304,2026-02-22 11:41:03.072
9300,200,5966,66113,2026-02-22 11:42:03.082
9301,200,5966,126365,2026-02-22 11:43:03.624
9302,200,5966,64005,2026-02-22 11:44:04.507
9303,200,5966,66478,2026-02-22 11:45:05.400
9304,200,5966,82924,2026-02-22 11:46:05.239
9305,200,5966,71127,2026-02-22 11:47:05.610
9306,200,5966,64978,2026-02-22 11:48:05.043
9307,200,5966,78446,2026-02-22 11:49:04.494
9308,200,5966,58808,2026-02-22 11:50:05.352
9309,200,5966,87687,2026-02-22 11:51:05.732
9310,200,5966,283419,2026-02-22 11:52:06.829
9311,200,5966,100115,2026-02-22 11:53:07.613
9312,200,5966,79909,2026-02-22 11:54:06.970
9313,200,5966,84664,2026-02-22 11:55:06.686
9314,200,5966,71954,2026-02-22 11:56:05.801
9315,200,5966,54120,2026-02-22 11:57:06.232
9316,200,5966,321491,2026-02-22 11:58:05.783
9317,200,5966,69139,2026-02-22 11:59:06.121
9318,200,5966,76077,2026-02-22 12:00:07.089
9319,200,5966,99006,2026-02-22 12:01:06.921
9320,200,5966,56282,2026-02-22 12:02:07.022
9321,200,5966,71883,2026-02-22 12:03:07.438
9322,200,5966,74669,2026-02-22 12:04:06.756
9323,200,5966,76671,2026-02-22 12:05:05.925
9324,200,5966,72937,2026-02-22 12:06:06.191
9325,200,5966,68355,2026-02-22 12:07:07.166
9326,200,5966,65533,2026-02-22 12:08:06.250
9327,200,5966,73302,2026-02-22 12:09:06.123
9328,200,5966,69463,2026-02-22 12:10:05.451
9329,200,5966,57335,2026-02-22 12:11:05.469
9330,200,5966,53718,2026-02-22 12:12:06.327
9331,200,5966,75966,2026-02-22 12:13:06.960
9332,200,5966,130608,2026-02-22 12:14:06.735
9333,200,5966,65036,2026-02-22 12:15:07.577
9334,200,5966,86180,2026-02-22 12:16:06.710
9335,200,5966,59443,2026-02-22 12:17:07.696
9336,200,5966,103342,2026-02-22 12:18:07.806
9337,200,5966,100623,2026-02-22 12:19:08.816
9338,200,5966,70996,2026-02-22 12:20:08.857
9339,200,5966,62566,2026-02-22 12:21:08.826
9340,200,5966,54746,2026-02-22 12:22:08.379
9341,200,5966,55287,2026-02-22 12:23:08.342
9342,200,5966,140438,2026-02-22 12:24:09.059
9343,200,5966,60472,2026-02-22 12:25:08.753
9344,200,5966,58338,2026-02-22 12:26:08.461
9345,200,5966,105345,2026-02-22 12:27:09.281
9346,200,5966,86616,2026-02-22 12:28:10.013
9347,200,5966,88280,2026-02-22 12:29:09.845
9348,200,5966,68877,2026-02-22 12:30:09.047
9349,200,5966,63695,2026-02-22 12:31:08.167
9350,200,5966,54566,2026-02-22 12:32:07.882
9351,200,5966,69687,2026-02-22 12:33:08.486
9352,200,5966,92489,2026-02-22 12:34:08.134
9353,200,5966,72962,2026-02-22 12:35:08.248
9354,200,5966,50771,2026-02-22 12:36:07.397
9355,200,5966,137845,2026-02-22 12:37:07.632
9356,200,5966,53406,2026-02-22 12:38:07.761
9357,200,5966,62961,2026-02-22 12:39:08.500
9358,200,5966,78613,2026-02-22 12:40:09.378
9359,200,5966,69035,2026-02-22 12:41:09.507
9360,200,5966,87633,2026-02-22 12:42:10.009
9361,200,5966,68109,2026-02-22 12:43:09.139
9362,200,5966,52175,2026-02-22 12:44:10.022
9363,200,5966,252370,2026-02-22 12:45:10.773
9364,200,5966,57522,2026-02-22 12:46:10.395
9365,200,5966,79872,2026-02-22 12:47:09.882
9366,200,5966,72059,2026-02-22 12:48:10.377
9367,200,5966,80871,2026-02-22 12:49:10.630
9368,200,5966,71241,2026-02-22 12:50:10.882
9369,200,5966,61694,2026-02-22 12:51:10.086
9370,200,5966,58247,2026-02-22 12:52:09.737
9371,200,5966,55291,2026-02-22 12:53:09.955
9372,200,5966,68109,2026-02-22 12:54:09.385
9373,200,5966,62725,2026-02-22 12:55:10.006
9374,200,5966,77796,2026-02-22 12:56:10.940
9375,200,5966,64525,2026-02-22 12:57:10.156
9376,200,5966,66579,2026-02-22 12:58:09.301
9377,200,5966,69488,2026-02-22 12:59:10.309
9378,200,5966,111061,2026-02-22 13:00:09.567
9379,200,5966,63660,2026-02-22 13:01:09.513
9380,200,5966,267786,2026-02-22 13:02:08.810
9381,200,5966,79969,2026-02-22 13:03:08.165
9382,200,5966,75994,2026-02-22 13:04:08.019
9383,200,5966,55073,2026-02-22 13:05:07.333
9384,200,5966,99842,2026-02-22 13:06:07.685
9385,200,5966,61592,2026-02-22 13:07:07.753
9386,200,5966,89127,2026-02-22 13:08:06.965
9387,200,5966,73071,2026-02-22 13:09:06.757
9388,200,5966,61577,2026-02-22 13:10:06.593
9389,200,5966,62863,2026-02-22 13:11:07.025
9390,200,5966,74451,2026-02-22 13:12:06.515
9391,200,5966,68123,2026-02-22 13:13:07.191
9392,200,5966,66349,2026-02-22 13:14:07.428
9393,200,5966,66017,2026-02-22 13:15:08.275
9394,200,5966,73513,2026-02-22 13:16:08.282
9395,200,5966,58214,2026-02-22 13:17:08.119
9396,200,5966,79488,2026-02-22 13:18:08.752
9397,200,5966,71100,2026-02-22 13:19:08.060
9398,200,5966,60121,2026-02-22 13:20:08.073
9399,200,5966,62742,2026-02-22 13:21:07.201
9400,200,5966,56402,2026-02-22 13:22:06.863
9401,200,5966,87670,2026-02-22 13:23:06.556
9402,200,5966,65716,2026-02-22 13:24:06.743
9403,200,5966,67339,2026-02-22 13:25:06.299
9404,200,5966,58254,2026-02-22 13:26:05.904
9405,200,5966,66413,2026-02-22 13:27:05.645
9406,200,5966,81935,2026-02-22 13:28:06.484
9407,200,5966,64324,2026-02-22 13:29:05.567
9408,200,5966,75216,2026-02-22 13:30:05.449
9409,200,5966,71215,2026-02-22 13:31:06.416
9410,200,5966,63937,2026-02-22 13:32:06.120
9411,200,5966,85914,2026-02-22 13:33:05.257
9412,200,5966,79794,2026-02-22 13:34:05.595
9413,200,5966,55766,2026-02-22 13:35:04.781
9414,200,5966,112165,2026-02-22 13:36:05.843
9415,200,5966,55466,2026-02-22 13:37:04.969
9416,200,5966,79760,2026-02-22 13:38:04.339
9417,200,5966,60649,2026-02-22 13:39:03.706
9418,200,5966,99886,2026-02-22 13:40:03.797
9419,200,5966,83950,2026-02-22 13:41:03.125
9420,200,5966,70110,2026-02-22 13:42:02.901
9421,200,5966,64976,2026-02-22 13:43:03.431
9422,200,5966,69284,2026-02-22 13:44:03.543
9423,200,5966,65533,2026-02-22 13:45:03.177
9424,200,5966,68032,2026-02-22 13:46:03.071
9425,200,5966,78491,2026-02-22 13:47:02.208
9426,200,5966,264219,2026-02-22 13:48:02.917
9427,200,5966,108646,2026-02-22 13:49:03.256
9428,200,5966,65116,2026-02-22 13:50:02.758
9429,200,5966,81722,2026-02-22 13:51:03.024
9430,200,5966,72595,2026-02-22 13:52:02.311
9431,200,5966,57645,2026-02-22 13:53:01.822
9432,200,5966,78008,2026-02-22 13:54:02.733
9433,200,5966,79410,2026-02-22 13:55:02.009
9434,200,5966,55841,2026-02-22 13:56:02.927
9435,200,5966,66524,2026-02-22 13:57:03.317
9436,200,5966,65769,2026-02-22 13:58:04.321
9437,200,5966,228869,2026-02-22 13:59:04.346
9438,200,5966,77985,2026-02-22 14:00:04.126
9439,200,5966,68039,2026-02-22 14:01:05.045
9440,200,5966,60944,2026-02-22 14:02:04.231
9441,200,5966,1599731,2026-02-22 14:03:05.140
9442,200,5966,72854,2026-02-22 14:04:05.500
9443,200,5966,107840,2026-02-22 14:05:06.514
9444,200,5966,60425,2026-02-22 14:06:07.277
9445,200,5966,62585,2026-02-22 14:07:07.109
9446,200,5966,55788,2026-02-22 14:08:07.579
9447,200,5966,86888,2026-02-22 14:09:08.654
9448,200,5966,74249,2026-02-22 14:10:09.484
9449,200,5966,77010,2026-02-22 14:11:09.303
9450,200,5966,59356,2026-02-22 14:12:08.391
9451,200,5966,64826,2026-02-22 14:13:08.860
9452,200,5966,208578,2026-02-22 14:14:09.586
9453,200,5966,92650,2026-02-22 14:15:08.889
9454,200,5966,64891,2026-02-22 14:16:08.642
9455,200,5966,80301,2026-02-22 14:17:08.655
9456,200,5966,71468,2026-02-22 14:18:08.004
9457,200,5966,60581,2026-02-22 14:19:08.205
9458,200,5966,85527,2026-02-22 14:20:08.520
9459,200,5966,109405,2026-02-22 14:21:08.539
9460,200,5966,81785,2026-02-22 14:22:08.112
9461,200,5966,76822,2026-02-22 14:23:08.419
9462,200,5966,60443,2026-02-22 14:24:07.583
9463,200,5966,55026,2026-02-22 14:25:08.328
9464,200,5966,69613,2026-02-22 14:26:08.949
9465,200,5966,77457,2026-02-22 14:27:09.022
9466,200,5966,85784,2026-02-22 14:28:08.914
9467,200,5966,64907,2026-02-22 14:29:08.194
9468,200,5966,57131,2026-02-22 14:30:07.830
9469,200,5966,74709,2026-02-22 14:31:07.359
9470,200,5966,71977,2026-02-22 14:32:06.682
9471,200,5966,67710,2026-02-22 14:33:06.722
9472,200,5966,55594,2026-02-22 14:34:06.113
9473,200,5966,66038,2026-02-22 14:35:06.925
9474,200,5966,69108,2026-02-22 14:36:07.251
9475,200,5966,79543,2026-02-22 14:37:06.676
9476,200,5966,68371,2026-02-22 14:38:06.890
9477,200,5966,68250,2026-02-22 14:39:07.225
9478,200,5966,66147,2026-02-22 14:40:07.739
9479,200,5966,63510,2026-02-22 14:41:07.825
9480,200,5966,59230,2026-02-22 14:42:07.630
9481,200,5966,70491,2026-02-22 14:43:08.606
9482,200,5966,63905,2026-02-22 14:44:07.703
9483,200,5966,67045,2026-02-22 14:45:08.168
9484,200,5966,56388,2026-02-22 14:46:08.490
9485,200,5966,54851,2026-02-22 14:47:08.533
9486,200,5966,96959,2026-02-22 14:48:08.378
9487,200,5966,1860981,2026-02-22 14:49:09.673
9488,200,5966,1855300,2026-02-22 14:50:11.516
9489,200,5966,1857407,2026-02-22 14:51:13.533
9490,200,5966,1856297,2026-02-22 14:52:15.049
9491,200,5966,69598,2026-02-22 14:53:14.436
9492,200,5966,84432,2026-02-22 14:54:14.259
9493,200,5966,83111,2026-02-22 14:55:14.474
9494,200,5966,72394,2026-02-22 14:56:15.121
9495,200,5966,70478,2026-02-22 14:57:14.819
9496,200,5966,68397,2026-02-22 14:58:14.339
9497,200,5966,84524,2026-02-22 14:59:15.131
9498,200,5966,57541,2026-02-22 15:00:15.617
9499,200,5966,65868,2026-02-22 15:01:15.614
9500,200,5966,66644,2026-02-22 15:02:16.463
9501,200,5966,90948,2026-02-22 15:03:16.753
9502,200,5966,93890,2026-02-22 15:04:17.822
9503,200,5966,61081,2026-02-22 15:05:17.749
9504,200,5966,68960,2026-02-22 15:06:17.955
9505,200,5966,81210,2026-02-22 15:07:18.370
9506,200,5966,68368,2026-02-22 15:08:17.736
9507,200,5966,70966,2026-02-22 15:09:17.212
9508,200,5966,68217,2026-02-22 15:10:16.338
9509,200,5966,66768,2026-02-22 15:11:16.140
9510,200,5966,50540,2026-02-22 15:12:16.677
9511,200,5966,63685,2026-02-22 15:13:16.285
9512,200,5966,55681,2026-02-22 15:14:16.843
9513,200,5966,57288,2026-02-22 15:15:16.568
9514,200,5966,210064,2026-02-22 15:16:16.112
9515,200,5966,53594,2026-02-22 15:17:15.882
9516,200,5966,68900,2026-02-22 15:18:15.553
9517,200,5966,62381,2026-02-22 15:19:15.026
9518,200,5966,64548,2026-02-22 15:20:15.173
9519,200,5966,74657,2026-02-22 15:21:14.893
9520,200,5966,64138,2026-02-22 15:22:15.837
9521,200,5966,53794,2026-02-22 15:23:16.563
9522,200,5966,54126,2026-02-22 15:24:17.172
9523,200,5966,75965,2026-02-22 15:25:17.708
9524,200,5966,65056,2026-02-22 15:26:17.864
9525,200,5966,67766,2026-02-22 15:27:18.930
9526,200,5966,54847,2026-02-22 15:28:19.751
9527,200,5966,56867,2026-02-22 15:29:19.220
9528,200,5966,77084,2026-02-22 15:30:19.916
9529,200,5966,76312,2026-02-22 15:31:20.940
9530,200,5966,65254,2026-02-22 15:32:20.716
9531,200,5966,55450,2026-02-22 15:33:21.330
9532,200,5966,59696,2026-02-22 15:34:21.991
9533,200,5966,240159,2026-02-22 15:35:21.618
9534,200,5966,65414,2026-02-22 15:36:20.822
9535,200,5966,66760,2026-02-22 15:37:20.670
9536,200,5966,84231,2026-02-22 15:38:21.129
9537,200,5966,60213,2026-02-22 15:39:20.462
9538,200,5966,64258,2026-02-22 15:40:21.352
9539,200,5966,60128,2026-02-22 15:41:21.712
9540,200,5966,65974,2026-02-22 15:42:22.159
9541,200,5966,84626,2026-02-22 15:43:21.511
9542,200,5966,57045,2026-02-22 15:44:20.993
9543,200,5966,55618,2026-02-22 15:45:21.763
9544,200,5966,58885,2026-02-22 15:46:22.259
9545,200,5966,60412,2026-02-22 15:47:21.750
9546,200,5966,73520,2026-02-22 15:48:21.412
9547,200,5966,59430,2026-02-22 15:49:21.950
9548,200,5966,53510,2026-02-22 15:50:22.793
9549,200,5966,58948,2026-02-22 15:51:22.417
9550,200,5966,58886,2026-02-22 15:52:21.513
9551,200,5966,65001,2026-02-22 15:53:21.199
9552,200,5966,216376,2026-02-22 15:54:22.037
9553,200,5966,74167,2026-02-22 15:55:22.310
9554,200,5966,55606,2026-02-22 15:56:22.878
9555,200,5966,65686,2026-02-22 15:57:23.570
9556,200,5966,70161,2026-02-22 15:58:24.054
9557,200,5966,58935,2026-02-22 15:59:23.549
9558,200,5966,75552,2026-02-22 16:00:23.741
9559,200,5966,60159,2026-02-22 16:01:23.507
9560,200,5966,73650,2026-02-22 16:02:23.827
9561,200,5966,62243,2026-02-22 16:03:24.685
9562,200,5966,80099,2026-02-22 16:04:24.946
9563,200,5966,76449,2026-02-22 16:05:25.430
9564,200,5966,58610,2026-02-22 16:06:26.351
9565,200,5966,66176,2026-02-22 16:07:25.938
9566,200,5966,56929,2026-02-22 16:08:25.325
9567,200,5966,58127,2026-02-22 16:09:25.830
9568,200,5966,53615,2026-02-22 16:10:25.345
9569,200,5966,61304,2026-02-22 16:11:25.847
9570,200,5966,79524,2026-02-22 16:12:26.305
9571,200,5966,51942,2026-02-22 16:13:25.418
9572,200,5966,60027,2026-02-22 16:14:26.228
9573,200,5966,55210,2026-02-22 16:15:27.071
9574,200,5966,264171,2026-02-22 16:16:27.611
9575,200,5966,58772,2026-02-22 16:17:27.557
9576,200,5966,60614,2026-02-22 16:18:27.095
9577,200,5966,60977,2026-02-22 16:19:26.688
9578,200,5966,57462,2026-02-22 16:20:27.024
9579,200,5966,56641,2026-02-22 16:21:26.838
9580,200,5966,68803,2026-02-22 16:22:27.180
9581,200,5966,58435,2026-02-22 16:23:27.277
9582,200,5966,63605,2026-02-22 16:24:27.563
9583,200,5966,56711,2026-02-22 16:25:28.072
9584,200,5966,58320,2026-02-22 16:26:28.163
9585,200,5966,53759,2026-02-22 16:27:27.373
9586,200,5966,68294,2026-02-22 16:28:28.173
9587,200,5966,69625,2026-02-22 16:29:28.429
9588,200,5966,66348,2026-02-22 16:30:29.142
9589,200,5966,54456,2026-02-22 16:31:29.700
9590,200,5966,60110,2026-02-22 16:32:30.462
9591,200,5966,61980,2026-02-22 16:33:31.013
9592,200,5966,63666,2026-02-22 16:34:30.285
9593,200,5966,136413,2026-02-22 16:35:30.540
9594,200,5966,56342,2026-02-22 16:36:30.103
9595,200,5966,63597,2026-02-22 16:37:30.545
9596,200,5966,264275,2026-02-22 16:38:31.123
9597,200,5966,81022,2026-02-22 16:39:31.474
9598,200,5966,61195,2026-02-22 16:40:30.808
9599,200,5966,61592,2026-02-22 16:41:30.048
9600,200,5966,54473,2026-02-22 16:42:29.408
9601,200,5966,50792,2026-02-22 16:43:29.747
9602,200,5966,58517,2026-02-22 16:44:30.549
9603,200,5966,65423,2026-02-22 16:45:29.850
9604,200,5966,56119,2026-02-22 16:46:29.951
9605,200,5966,55863,2026-02-22 16:47:29.507
9606,200,5966,55597,2026-02-22 16:48:30.507
9607,200,5966,63948,2026-02-22 16:49:29.770
9608,200,5966,60538,2026-02-22 16:50:28.978
9609,200,5966,56164,2026-02-22 16:51:28.809
9610,200,5966,48372,2026-02-22 16:52:28.533
9611,200,5966,50612,2026-02-22 16:53:28.299
9612,200,5966,52923,2026-02-22 16:54:28.743
9613,200,5966,206126,2026-02-22 16:55:29.372
9614,200,5966,61242,2026-02-22 16:56:30.402
9615,200,5966,53559,2026-02-22 16:57:30.607
9616,200,5966,53953,2026-02-22 16:58:30.830
9617,200,5966,56928,2026-02-22 16:59:31.639
9618,200,5966,62503,2026-02-22 17:00:31.327
9619,200,5966,56904,2026-02-22 17:01:31.814
9620,200,5966,71782,2026-02-22 17:02:30.984
9621,200,5966,53256,2026-02-22 17:03:31.316
9622,200,5966,63903,2026-02-22 17:04:31.831
9623,200,5966,98074,2026-02-22 17:05:32.892
9624,200,5966,75565,2026-02-22 17:06:33.612
9625,200,5966,57360,2026-02-22 17:07:33.965
9626,200,5966,52143,2026-02-22 17:08:34.593
9627,200,5966,87931,2026-02-22 17:09:35.615
9628,200,5966,64336,2026-02-22 17:10:35.314
9629,200,5966,255868,2026-02-22 17:11:35.338
9630,200,5966,61359,2026-02-22 17:12:34.843
9631,200,5966,54817,2026-02-22 17:13:35.587
9632,200,5966,60447,2026-02-22 17:14:35.317
9633,200,5966,68907,2026-02-22 17:15:35.384
9634,200,5966,59439,2026-02-22 17:16:35.384
9635,200,5966,60972,2026-02-22 17:17:35.999
9636,200,5966,53412,2026-02-22 17:18:35.240
9637,200,5966,54108,2026-02-22 17:19:35.705
9638,200,5966,54195,2026-02-22 17:20:35.315
9639,200,5966,69119,2026-02-22 17:21:34.926
9640,200,5966,66395,2026-02-22 17:22:35.310
9641,200,5966,63529,2026-02-22 17:23:34.575
9642,200,5966,57634,2026-02-22 17:24:34.368
9643,200,5966,58722,2026-02-22 17:25:35.176
9644,200,5966,66567,2026-02-22 17:26:35.320
9645,200,5966,63726,2026-02-22 17:27:34.694
9646,200,5966,60157,2026-02-22 17:28:35.150
9647,200,5966,55291,2026-02-22 17:29:35.302
9648,200,5966,70833,2026-02-22 17:30:35.090
9649,200,5966,55349,2026-02-22 17:31:34.210
9650,200,5966,62880,2026-02-22 17:32:35.134
9651,200,5966,58513,2026-02-22 17:33:35.862
9652,200,5966,50032,2026-02-22 17:34:36.398
9653,200,5966,50729,2026-02-22 17:35:35.468
9654,200,5966,53005,2026-02-22 17:36:35.553
9655,200,5966,77589,2026-02-22 17:37:35.737
9656,200,5966,55188,2026-02-22 17:38:35.764
9657,200,5966,68300,2026-02-22 17:39:36.302
9658,200,5966,57547,2026-02-22 17:40:36.332
9659,200,5966,51536,2026-02-22 17:41:36.132
9660,200,5966,56758,2026-02-22 17:42:36.050
9661,200,5966,271921,2026-02-22 17:43:35.632
9662,200,5966,53850,2026-02-22 17:44:34.702
9663,200,5966,70071,2026-02-22 17:45:35.025
9664,200,5966,63447,2026-02-22 17:46:34.143
9665,200,5966,60011,2026-02-22 17:47:34.152
9666,200,5966,64840,2026-02-22 17:48:33.390
9667,200,5966,63720,2026-02-22 17:49:33.390
9668,200,5966,54238,2026-02-22 17:50:33.374
9669,200,5966,59862,2026-02-22 17:51:33.314
9670,200,5966,53061,2026-02-22 17:52:32.600
9671,200,5966,60086,2026-02-22 17:53:32.724
9672,200,5966,62637,2026-02-22 17:54:33.526
9673,200,5966,50203,2026-02-22 17:55:33.938
9674,200,5966,268032,2026-02-22 17:56:34.451
9675,200,5966,64432,2026-02-22 17:57:35.224
9676,200,5966,58894,2026-02-22 17:58:34.348
9677,200,5966,65704,2026-02-22 17:59:35.140
9678,200,5966,70432,2026-02-22 18:00:36.042
9679,200,5966,98941,2026-02-22 18:01:36.379
9680,200,5966,56918,2026-02-22 18:02:37.307
9681,200,5966,54623,2026-02-22 18:03:37.798
9682,200,5966,69256,2026-02-22 18:04:38.634
9683,200,5966,59928,2026-02-22 18:05:37.995
9684,200,5966,56969,2026-02-22 18:06:37.921
9685,200,5966,66814,2026-02-22 18:07:37.428
9686,200,5966,50480,2026-02-22 18:08:37.827
9687,200,5966,61439,2026-02-22 18:09:38.026
9688,200,5966,202908,2026-02-22 18:10:38.905
9689,200,5966,269212,2026-02-22 18:11:39.881
9690,200,5966,51479,2026-02-22 18:12:40.206
9691,200,5966,63093,2026-02-22 18:13:39.592
9692,200,5966,53422,2026-02-22 18:14:40.028
9693,200,5966,65444,2026-02-22 18:15:39.627
9694,200,5966,57694,2026-02-22 18:16:38.833
9695,200,5966,75861,2026-02-22 18:17:39.561
9696,200,5966,63768,2026-02-22 18:18:39.444
9697,200,5966,61690,2026-02-22 18:19:39.879
9698,200,5966,62696,2026-02-22 18:20:40.422
9699,200,5966,55371,2026-02-22 18:21:41.288
9700,200,5966,59087,2026-02-22 18:22:41.990
9701,200,5966,50159,2026-02-22 18:23:42.164
9702,200,5966,205978,2026-02-22 18:24:42.563
9703,200,5966,64079,2026-02-22 18:25:43.321
9704,200,5966,52192,2026-02-22 18:26:43.918
9705,200,5966,83770,2026-02-22 18:27:44.938
9706,200,5966,52650,2026-02-22 18:28:44.069
9707,200,5966,54639,2026-02-22 18:29:43.898
9708,200,5966,52962,2026-02-22 18:30:43.938
9709,200,5966,52337,2026-02-22 18:31:44.832
9710,200,5966,53701,2026-02-22 18:32:44.187
9711,200,5966,59755,2026-02-22 18:33:43.784
9712,200,5966,57896,2026-02-22 18:34:43.249
9713,200,5966,60223,2026-02-22 18:35:42.397
9714,200,5966,64997,2026-02-22 18:36:41.474
9715,200,5966,55224,2026-02-22 18:37:40.867
9716,200,5966,53883,2026-02-22 18:38:39.953
9717,200,5966,72446,2026-02-22 18:39:39.787
9718,200,5966,53745,2026-02-22 18:40:39.528
9719,200,5966,47766,2026-02-22 18:41:40.174
9720,200,5966,77327,2026-02-22 18:42:39.665
9721,200,5966,177693,2026-02-22 18:43:39.970
9722,200,5966,67204,2026-02-22 18:44:40.069
9723,200,5966,65271,2026-02-22 18:45:40.627
9724,200,5966,53474,2026-02-22 18:46:41.271
9725,200,5966,61862,2026-02-22 18:47:40.715
9726,200,5966,52236,2026-02-22 18:48:41.428
9727,200,5966,256391,2026-02-22 18:49:42.675
9728,200,5966,63730,2026-02-22 18:50:42.349
9729,200,5966,57727,2026-02-22 18:51:43.034
9730,200,5966,70171,2026-02-22 18:52:42.748
9731,200,5966,58837,2026-02-22 18:53:42.654
9732,200,5966,59026,2026-02-22 18:54:42.259
9733,200,5966,66358,2026-02-22 18:55:41.666
9734,200,5966,56794,2026-02-22 18:56:41.539
9735,200,5966,72248,2026-02-22 18:57:41.730
9736,200,5966,250099,2026-02-22 18:58:41.571
9737,200,5966,55735,2026-02-22 18:59:41.242
9738,200,5966,67764,2026-02-22 19:00:41.264
9739,200,5966,64975,2026-02-22 19:01:41.106
9740,200,5966,51364,2026-02-22 19:02:41.603
9741,200,5966,52929,2026-02-22 19:03:40.812
9742,200,5966,55213,2026-02-22 19:04:40.355
9743,200,5966,60021,2026-02-22 19:05:40.884
9744,200,5966,52626,2026-02-22 19:06:41.003
9745,200,5966,56808,2026-02-22 19:07:40.095
9746,200,5966,53085,2026-02-22 19:08:39.955
9747,200,5966,57358,2026-02-22 19:09:39.200
9748,200,5966,202695,2026-02-22 19:10:39.404
9749,200,5966,64140,2026-02-22 19:11:40.121
9750,200,5966,62183,2026-02-22 19:12:41.100
9751,200,5966,54497,2026-02-22 19:13:41.681
9752,200,5966,64805,2026-02-22 19:14:41.567
9753,200,5966,265417,2026-02-22 19:15:42.772
9754,200,5966,62899,2026-02-22 19:16:43.010
9755,200,5966,61847,2026-02-22 19:17:43.441
9756,200,5966,52479,2026-02-22 19:18:43.558
9757,200,5966,55617,2026-02-22 19:19:43.096
9758,200,5966,76666,2026-02-22 19:20:43.758
9759,200,5966,67934,2026-02-22 19:21:42.900
9760,200,5966,51245,2026-02-22 19:22:42.150
9761,200,5966,73566,2026-02-22 19:23:41.702
9762,200,5966,56684,2026-02-22 19:24:40.934
9763,200,5966,54830,2026-02-22 19:25:40.691
9764,200,5966,59786,2026-02-22 19:26:40.185
9765,200,5966,53318,2026-02-22 19:27:41.088
9766,200,5966,51150,2026-02-22 19:28:41.522
9767,200,5966,60023,2026-02-22 19:29:41.117
9768,200,5966,54856,2026-02-22 19:30:40.403
9769,200,5966,71872,2026-02-22 19:31:40.459
9770,200,5966,64376,2026-02-22 19:32:40.231
